,prices,address,description
696,"118,000€","Flat / Apartment in calle Amics, 12, Vilapicina i la Torre Llobeta, Barcelona",1 bed 29 m² Ground floor exterior with lift 
697,"337,000€","Flat / Apartment in calle l'Alcalde de Zalamea, 20, El Carmel, Barcelona",2 bed 75 m² Floor 2 exterior with lift 
698,"335,000€","Flat / Apartment in calle l'Alcalde de Zalamea, 20, El Carmel, Barcelona",2 bed 75 m² Floor 1 exterior with lift 
699,"395,000€","Duplex in calle l'Alcalde de Zalamea, 20, El Carmel, Barcelona",3 bed 116 m² Ground floor exterior with lift 
700,"664,000€","Penthouse in avenida de Frederic Rahola, 49, La Font d'En Fargues, Barcelona",4 bed 117 m²  exterior with lift 
701,"502,000€","Flat / Apartment in calle del Foc, 30, La Marina del Prat Vermell, Barcelona",4 bed 118 m² Floor 1 exterior with lift 
702,"296,500€","Flat / Apartment in calle Josep Serrano, 18, Can Baró, Barcelona",2 bed 74 m² Floor 2 exterior with lift 
703,"599,000€","Duplex in calle Josep Serrano, 18, Can Baró, Barcelona",4 bed 230 m² Ground floor exterior with lift 
704,"201,500€","Flat / Apartment in calle Josep Serrano, 18, Can Baró, Barcelona",1 bed 52 m² Floor 1 exterior with lift 
705,"225,500€","Flat / Apartment in calle Josep Serrano, 18, Can Baró, Barcelona",1 bed 62 m² Floor 1 exterior with lift 
706,"235,500€","Flat / Apartment in calle Josep Serrano, 18, Can Baró, Barcelona",1 bed 62 m² Floor 2 exterior with lift 
707,"209,500€","Flat / Apartment in calle Josep Serrano, 18, Can Baró, Barcelona",1 bed 52 m² Floor 2 exterior with lift 
708,"435,000€","Flat / Apartment in calle Sant Joan de Malta, 117, Provençals del Poblenou, Barcelona",2 bed 69 m² Floor 2 exterior with lift 
709,"795,000€","Duplex in calle ramón turró, 11, La Vila Olímpica del Poblenou, Barcelona",2 bed 110 m² Floor 6 exterior with lift 
710,"356,000€","Flat / Apartment in calle ramón turró, 11, La Vila Olímpica del Poblenou, Barcelona",1 bed 63 m² Ground floor exterior with lift 
711,"340,000€","Flat / Apartment in calle d'Andalusia, 32, Sants, Barcelona",2 bed 76 m² Floor 1 exterior with lift 
712,"268,000€","Flat / Apartment in calle Amics, 12, Vilapicina i la Torre Llobeta, Barcelona",3 bed 77 m² Ground floor exterior with lift 
713,"312,000€","Flat / Apartment in calle Amics, 12, Vilapicina i la Torre Llobeta, Barcelona",3 bed 87 m² Floor 2 exterior with lift 
714,"156,000€","Flat / Apartment in calle Amics, 12, Vilapicina i la Torre Llobeta, Barcelona",1 bed 47 m² Ground floor exterior with lift 
715,"358,000€","Penthouse in calle Amics, 12, Vilapicina i la Torre Llobeta, Barcelona",3 bed 73 m² Floor 3 exterior with lift 
716,"365,000€","Flat / Apartment in calle Beat Almato, NN, El Coll, Barcelona",3 bed 72 m² Floor 1 exterior with lift 
717,"465,000€","Flat / Apartment in calle Beat Almato, NN, El Coll, Barcelona",4 bed 103 m² Floor 2 exterior with lift 
718,"570,000€","Duplex in calle Francesc de Bolòs, 20, Vilapicina i la Torre Llobeta, Barcelona",3 bed 103 m²  exterior with lift 
719,"267,000€","Flat / Apartment in calle Francesc de Bolòs, 20, Vilapicina i la Torre Llobeta, Barcelona",2 bed 55 m² Floor 3 exterior with lift 
720,"267,000€","Flat / Apartment in calle Francesc de Bolòs, 20, Vilapicina i la Torre Llobeta, Barcelona",2 bed 55 m² Floor 3 exterior with lift 
721,"570,000€","Duplex in calle Francesc de Bolòs, 20, Vilapicina i la Torre Llobeta, Barcelona",3 bed 103 m²  exterior with lift 
722,"274,000€","Flat / Apartment in calle Francesc de Bolòs, 20, Vilapicina i la Torre Llobeta, Barcelona",2 bed 61 m² Floor 2 exterior with lift 
723,"260,000€","Flat / Apartment in calle Francesc de Bolòs, 20, Vilapicina i la Torre Llobeta, Barcelona",2 bed 55 m² Floor 2 exterior with lift 
724,"347,000€","Flat / Apartment in calle Francesc de Bolòs, 20, Vilapicina i la Torre Llobeta, Barcelona",2 bed 74 m² Ground floor exterior with lift 
725,"418,000€","Flat / Apartment in calle Manigua, 43, El Congrés i els Indians, Barcelona",3 bed 90 m² Floor 2 exterior with lift 
